SlNo,Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating,Industry
15628,Lodol 8mg Tablet 10'SLodol 4mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15629,Lofecam 4mg Tablet 10'SLofecam 8mg Tablet 10'SLofecam 8mg InjectionLofecam SR Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15630,Lofen 1% Gel 15gm,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15631,Lofequik 4mg Tablet 10'SLofequik 8mg Tablet 10,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15632,LOLIRA P Tablet 10's,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15633,LONI 4mg Tablet 10'sLONI 8mg Tablet 10's,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15634,LONI PLUS Tablet 10's,Pain,disorders and soft tissue disorders (sprains and strains),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15635,LORAX Tablet 10's,Pain,post-operative pains,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15636,Lorcam 4mg Tablet 10'SLorcam 8mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15637,Lorcam SL 8mg Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15638,Lorcam XP 8/500mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15639,Lorchek MR Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15640,Lorchek MR Gel 20gm,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15641,Lorchek P Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15642,Loreta P Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15643,Lorfit 8mg Tablet 10'SLorfit 4mg Tablet 10'S,Pain,post-operative pains,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15644,Lorfit P Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15645,Lorflex 8mg Tablet 10'SLorflex 4mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15646,Lorflex Plus 8mg Tablet 10'SLorflex Plus 4mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15647,Lorna 8mg Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15648,Lorna P Tablet 10'S,Pain,post-operative pains,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15649,Lornasafe Plus Tablet 10'SLornasafe 8mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15650,Lornica 4mg Tablet 10'SLornica 8mg Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15651,Lornicam Plus 8mg Tablet 10'SLornicam 8mg Tablet 10'SLornicam 4mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15652,Lornicam Plus 4mg Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15653,Lorniflex 8mg Tablet 10'SLorniflex 4mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15654,Lorniflex Plus 4mg Tablet 10'SLorniflex Plus 8mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15655,Lornoxi 4mg Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15656,Lornoxi P Tablet 10'S,Pain,post-operative pains,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15657,Lornoxi T 8/8mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15658,Lornoxi T4 8/4mg Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15659,Lorox 8mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15660,Lorox P Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15661,Lorpat 8/500mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15662,Lorpijen 500/4mg Tablet 10'SLorpijen 500/8mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15663,Lorsaid Injection 2mlLorsaid 8mg Tablet 10'SLorsaid 4mg Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15664,Lorsaid OD Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15665,Lorsaid P 4mg Tablet 10'SLorsaid P 8mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15666,Lorsaid SD 4mg Tablet 10'SLorsaid SD 8mg Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15667,Lorsumo SR 16mg Tablet 10'SLorsumo 8mg Tablet 10'SLorsumo Forte Tablet 10'SLorsumo MR 8mg Tablet 10'SLorsumo 4mg Tablet 10'SLorsumo Injection 2mlLorsumo MR 4mg Tablet 10'S,Pain,post-operative pains,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15668,Lorsumo MR 8/8mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15669,Lorsumo Plus Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15670,Lorsumo SR 4mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15671,Lorup Plus 8/500mg Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15672,LOXICA XP Tablet 10's,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15673,Loyfenac T 4mg Tablet 10'SLoyfenac T 8mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15674,LRN 8mg Tablet 10'SLRN 4mg Tablet 10'SLRN Injection 2ml,Pain,disorders and soft tissue disorders (sprains and strains),JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15675,LRN P 8/500mg Tablet 10'SLRN P 4/500mg Tablet 10'S,Pain,post-operative pains,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15676,Lucynta 100mg Tablet 10'SLucynta 75mg Tablet 10'SLucynta 50mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15677,Lupicet 10mg Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15678,Lupifenac S 50/10mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15679,Lupigesic Old 0.3mg Injection 2ml,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15680,Lupipara 500mg Tablet 10'SLupipara 150mg Injection 2mlLupipara 500mg Tablet 1000'SLupipara 125mg Syrup 60ml,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15681,Lupirtin Capsule 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15682,Lupirtin SR Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15683,Lupisera 10mg Tablet 10'S,Pain,post-operative pains,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15684,Lupisera D 50/10mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15685,Lupisulide Tablet 15'SLupisulide 100mg Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15686,Lupisulide Cold 100mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15687,Lupisulide P Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15688,Lupizox 250mg Tablet 6'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15689,LX CAM P Tablet 10's,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15690,Lyser DP Tablet 10'SLyser 5mg Tablet 10'SLyser 10mg Tablet 10'SLyser 20mg Tablet 10'SLyser Forte Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15691,Lyser D Tablet 15'SLyser D Tablet 10'S,Pain,post-operative pains,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15692,Lysoflam MR Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15693,Lysoflam AQ Injection 1mlLysoflam Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15694,Lytic A Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15695,M Cold Plus CZ Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15696,Macprox Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15697,Macrodase DP Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15698,Magadol AC Tablet 10'SMagadol Kid Tablet 10'SMagadol Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15699,Mahacort Drops 5ml,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15700,Mahadiclo 50/500/250mg Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15701,Mahadol Tablet 10'S,Pain,post-operative pains,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15702,Mahadol MR Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15703,Mahagesic Plus RF Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15704,Mahanac 100mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15705,Mahanac MR Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15706,Mahanac P Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15707,Mahanac Pro Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15708,Mahanac S Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15709,Mahanac SR 200mg Tablet 10'S,Pain,post-operative pains,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15710,Mariheal Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15711,MAVDOL Gel 30gm,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15712,MAVDOL SP Tablet 10's,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15713,Maxigan D 20/500mg Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15714,Maxilase 5mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15715,Maxilase Forte 10mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15716,Maxofen Suspension 60ml,Pain,disorders and soft tissue disorders (sprains and strains),Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15717,Maxofen Plus Suspension 60mlMaxofen Plus Tablet 15'SMaxofen Plus Tablet 20'SMaxofen Plus Tablet 10'S,Pain,post-operative pains,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15718,Maxonim P Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15719,Maxrel Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15720,Mcam 7.5mg Tablet 10'SMcam 15mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15721,Mcrofy 25mg Tablet 10'SMcrofy Suspension 60mlMcrofy 50mg Tablet 10'SMcrofy 12.5mg Tablet 10'SMcrofy 1% Gel 30gm,Pain,disorders and soft tissue disorders (sprains and strains),Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15722,Medicam DT Tablet 10'S,Pain,post-operative pains,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15723,Medizen D Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
